Date,Open,High,Low,Close,Adj Close,Volume
2019-06-10,2885.830078,2910.610107,2874.679932,2886.979980,2886.979980,15783900000
2019-06-17,2889.750000,2964.149902,2887.300049,2950.459961,2950.459961,18441710000
2019-06-24,2951.419922,2954.919922,2912.989990,2941.760010,2941.760010,18736050000
2019-07-01,2971.409912,2995.840088,2952.219971,2990.409912,2990.409912,11118040000
2019-07-08,2979.770020,3013.919922,2963.439941,3013.770020,3013.770020,15216580000
2019-07-15,3017.800049,3017.800049,2973.090088,2976.610107,2976.610107,15904160000
2019-07-22,2981.929932,3027.979980,2976.649902,3025.860107,3025.860107,16649220000
2019-07-29,3024.469971,3025.610107,2914.110107,2932.050049,2932.050049,20098430000
2019-08-05,2898.070068,2938.719971,2822.120117,2918.649902,2918.649902,20616730000
2019-08-12,2907.070068,2943.310059,2825.510010,2888.679932,2888.679932,18553910000
2019-08-19,2913.479980,2939.080078,2834.969971,2847.110107,2847.110107,16118550000
2019-08-26,2866.699951,2940.429932,2853.050049,2926.459961,2926.459961,15673290000
2019-09-02,2909.010010,2985.860107,2891.850098,2978.709961,2978.709961,13689030000
2019-09-09,2988.429932,3020.739990,2957.010010,3007.389893,3007.389893,19633130000
2019-09-16,2996.409912,3021.989990,2978.570068,2992.070068,2992.070068,20728050000
2019-09-23,2983.500000,3007.979980,2945.530029,2961.790039,2961.790039,16694510000
2019-09-30,2967.070068,2992.530029,2855.939941,2952.010010,2952.010010,17212640000
2019-10-07,2944.229980,2993.280029,2892.659912,2970.270020,2970.270020,15821120000
2019-10-14,2965.810059,3008.290039,2962.939941,2986.199951,2986.199951,15500580000
2019-10-21,2996.479980,3027.389893,2991.209961,3022.550049,3022.550049,17251350000
2019-10-28,3032.120117,3066.949951,3023.189941,3066.909912,3066.909912,18956670000
2019-11-04,3078.959961,3097.770020,3065.889893,3093.080078,3093.080078,20734960000
2019-11-11,3080.330078,3120.459961,3075.820068,3120.459961,3120.459961,16622540000
2019-11-18,3117.909912,3127.639893,3091.409912,3110.290039,3110.290039,18008990000
2019-11-25,3117.439941,3154.260010,3117.439941,3140.979980,3140.979980,12883230000
2019-12-02,3143.850098,3150.600098,3070.330078,3145.909912,3145.909912,17452390000
2019-12-09,3141.860107,3148.870117,3135.459961,3135.959961,3135.959961,3345990000
